UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
433,L00433,L,296.8,307.8,1831,38.2,128,0,No Failure
434,L00434,L,296.7,307.8,1832,38.0,133,0,No Failure
435,L00435,L,296.7,307.7,1831,37.9,139,0,No Failure
436,L00436,L,296.7,307.7,1829,38.0,144,0,No Failure
437,L00437,L,296.8,307.6,1824,37.9,149,0,No Failure
438,L00438,L,296.8,307.6,1815,37.8,154,0,No Failure
439,L00439,L,296.8,307.6,1807,37.6,159,0,No Failure
440,L00440,L,296.9,307.6,1795,37.4,163,0,No Failure
441,L00441,L,297.0,307.6,1778,37.1,168,0,No Failure
442,L00442,L,297.0,307.6,1764,37.0,172,0,No Failure
443,L00443,L,297.1,307.6,1748,37.0,175,0,No Failure
444,L00444,L,297.1,307.6,1724,37.1,179,0,No Failure
445,L00445,L,297.2,307.6,1706,37.3,182,0,No Failure
446,L00446,L,297.2,307.6,1686,37.3,186,0,No Failure
447,L00447,L,297.2,307.6,1665,37.4,189,0,No Failure
448,L00448,L,297.3,307.6,1642,37.8,192,0,No Failure
449,L00449,L,297.3,307.6,1614,38.1,195,0,No Failure
450,L00450,L,297.3,307.7,1585,38.3,198,0,No Failure
451,L00451,L,297.2,307.7,1561,38.6,201,0,No Failure
452,L00452,L,297.3,307.7,1535,39.3,205,0,No Failure
453,L00453,L,297.3,307.8,1506,40.7,208,0,No Failure
454,L00454,L,297.6,307.9,1476,43.8,211,0,No Failure
455,L00455,L,298.1,308.0,1442,49.0,215,0,No Failure
456,L00456,L,298.3,308.1,1412,52.3,218,1,Overstrain Failure
457,L00457,L,298.1,308.2,1394,50.1,222,0,No Failure
458,L00458,L,297.7,308.3,1382,46.2,226,0,No Failure
459,L00459,L,298.0,308.9,1376,45.1,230,0,No Failure
460,L00460,L,298.7,309.8,1369,47.1,234,0,No Failure
461,L00461,L,299.2,310.3,1352,48.9,238,1,Overstrain Failure
462,L00462,L,298.9,309.6,1546,42.9,1,0,No Failure
463,L00463,L,298.0,308.8,1651,37.9,4,0,No Failure
464,L00464,L,297.4,308.2,1857,31.2,7,0,No Failure
465,L00465,L,297.1,307.8,2186,22.5,10,0,No Failure
466,L00466,L,297.0,307.6,2545,13.5,14,0,No Failure
467,L00467,L,296.9,307.5,2721,9.3,18,1,Power Failure
468,L00468,L,296.9,307.6,2597,12.8,22,0,No Failure
469,L00469,L,297.0,307.9,2289,21.1,26,0,No Failure
470,L00470,L,297.0,308.1,2003,28.9,31,0,No Failure
471,L00471,L,297.0,308.2,1832,33.6,35,0,No Failure
472,L00472,L,297.0,308.2,1748,35.7,40,0,No Failure
473,L00473,L,296.9,308.2,1696,36.8,45,0,No Failure
474,L00474,L,296.9,308.1,1661,37.5,50,0,No Failure
475,L00475,L,296.8,308.1,1624,38.2,55,0,No Failure
476,L00476,L,296.8,308.0,1585,38.8,60,0,No Failure
477,L00477,L,296.7,307.9,1538,39.7,65,0,No Failure
478,L00478,L,296.7,307.9,1491,40.5,70,0,No Failure
479,L00479,L,296.6,307.8,1447,41.3,75,0,No Failure
480,L00480,L,296.6,307.8,1417,42.1,80,0,No Failure
481,L00481,L,296.6,307.7,1389,42.7,84,0,No Failure
482,L00482,L,296.6,307.7,1364,43.1,89,0,No Failure
483,L00483,L,296.6,307.7,1350,43.3,93,0,No Failure
484,L00484,L,296.7,307.7,1348,43.4,97,0,No Failure
485,L00485,L,296.7,307.7,1358,43.3,101,0,No Failure
486,L00486,L,296.7,307.7,1378,42.7,105,0,No Failure
487,L00487,L,296.8,307.7,1406,42.3,109,0,No Failure
488,L00488,L,296.8,307.7,1439,42.0,114,0,No Failure
489,L00489,L,296.8,307.7,1481,41.3,118,0,No Failure
490,L00490,L,296.9,307.7,1523,40.6,122,0,No Failure
491,L00491,L,296.9,307.7,1565,40.0,126,0,No Failure
492,L00492,L,296.9,307.8,1607,39.4,130,0,No Failure
493,L00493,L,297.0,307.8,1647,38.5,135,0,No Failure
494,L00494,L,297.0,307.8,1688,37.6,139,0,No Failure
495,L00495,L,297.0,307.8,1720,37.0,144,0,No Failure
496,L00496,L,297.0,307.8,1741,36.6,148,0,No Failure
497,L00497,L,297.0,307.8,1751,36.3,152,0,No Failure
498,L00498,L,297.0,307.8,1753,36.2,156,0,No Failure
499,L00499,L,297.0,307.8,1743,36.2,161,0,No Failure
500,L00500,L,297.0,307.8,1722,36.4,165,0,No Failure
501,L00501,L,296.9,307.7,1693,36.6,169,0,No Failure
502,L00502,L,296.9,307.7,1662,36.9,173,0,No Failure
503,L00503,L,296.9,307.7,1625,37.3,177,0,No Failure
504,L00504,L,296.9,307.7,1586,37.7,180,0,No Failure
505,L00505,L,296.9,307.6,1547,38.2,184,0,No Failure
506,L00506,L,296.9,307.6,1512,38.6,187,0,No Failure
507,L00507,L,296.9,307.6,1478,39.2,190,0,No Failure
508,L00508,L,296.9,307.6,1447,39.7,192,0,No Failure
509,L00509,L,297.0,307.6,1425,40.3,195,0,No Failure
510,L00510,L,297.0,307.6,1413,40.7,197,0,No Failure
511,L00511,L,297.0,307.6,1407,40.9,199,0,No Failure
512,L00512,L,297.1,307.6,1407,40.7,201,0,No Failure
513,L00513,L,297.1,307.7,1418,40.3,203,0,No Failure
514,L00514,L,297.1,307.7,1440,40.1,205,0,No Failure
515,L00515,L,297.1,307.7,1460,40.3,206,0,No Failure
516,L00516,L,297.0,307.6,1467,41.6,208,0,No Failure
517,L00517,L,296.6,307.2,1439,45.7,211,0,No Failure
518,L00518,L,296.0,306.5,1384,52.2,213,0,No Failure
519,L00519,L,295.6,306.1,1372,55.6,215,1,Overstrain Failure
520,L00520,L,295.5,306.0,1493,50.4,0,0,No Failure
521,L00521,L,296.2,306.8,1549,43.5,6,0,No Failure
522,L00522,L,296.6,307.2,1571,39.4,13,0,No Failure
523,L00523,L,296.8,307.4,1550,38.4,19,0,No Failure
524,L00524,L,296.8,307.4,1514,38.3,26,0,No Failure
525,L00525,L,296.8,307.4,1478,38.3,33,0,No Failure
526,L00526,L,296.8,307.4,1452,38.4,41,0,No Failure
527,L00527,L,296.8,307.4,1426,38.8,49,0,No Failure
528,L00528,L,296.8,307.4,1406,39.1,56,0,No Failure
529,L00529,L,296.8,307.4,1391,39.1,64,0,No Failure
530,L00530,L,296.9,307.5,1376,39.2,71,0,No Failure
531,L00531,L,296.9,307.5,1360,39.6,79,0,No Failure
532,L00532,L,296.9,307.6,1352,40.2,86,0,No Failure
533,L00533,L,297.0,307.7,1353,40.3,93,0,No Failure
534,L00534,L,297.0,307.8,1355,40.7,100,0,No Failure
535,L00535,L,297.1,307.9,1360,41.2,106,0,No Failure
536,L00536,L,297.1,308.0,1375,41.4,112,0,No Failure
537,L00537,L,297.1,308.1,1385,41.7,118,0,No Failure
538,L00538,L,297.1,308.2,1400,42.1,123,0,No Failure
539,L00539,L,297.1,308.2,1421,42.2,129,0,No Failure
540,L00540,L,297.1,308.3,1441,42.2,133,0,No Failure
541,L00541,L,297.0,308.3,1464,42.5,138,0,No Failure
542,L00542,L,297.0,308.3,1489,42.5,142,0,No Failure
543,L00543,L,296.9,308.3,1510,42.3,145,0,No Failure
544,L00544,L,296.9,308.3,1530,42.0,149,0,No Failure
545,L00545,L,296.8,308.2,1546,41.2,152,0,No Failure
546,L00546,L,296.8,308.2,1551,41.2,155,0,No Failure
547,L00547,L,296.8,308.1,1547,43.2,158,0,No Failure
548,L00548,L,296.9,308.1,1517,48.6,161,0,No Failure
549,L00549,L,297.0,308.0,1447,59.0,165,0,No Failure
550,L00550,L,297.1,308.0,1362,70.6,168,0,No Failure
551,L00551,L,297.2,307.9,1326,75.4,172,1,Power Failure
552,L00552,L,297.2,307.8,1390,69.3,176,0,No Failure
553,L00553,L,297.0,307.7,1512,56.8,181,0,No Failure
554,L00554,L,296.9,307.7,1616,45.6,186,0,No Failure
555,L00555,L,296.9,307.6,1680,39.0,192,0,No Failure
556,L00556,L,296.9,307.6,1716,36.5,199,0,No Failure
557,L00557,L,296.9,307.5,1741,35.8,206,0,No Failure
558,L00558,L,296.8,307.5,1760,35.8,215,0,No Failure
559,L00559,L,296.9,307.8,1526,44.5,1,0,No Failure
560,L00560,L,297.0,307.9,1556,43.2,6,0,No Failure
561,L00561,L,297.1,308.0,1586,41.8,11,0,No Failure
562,L00562,L,297.1,308.1,1614,40.7,15,0,No Failure
563,L00563,L,297.2,308.1,1638,39.9,20,0,No Failure
564,L00564,L,297.2,308.2,1649,39.2,25,0,No Failure
565,L00565,L,297.2,308.2,1655,38.8,30,0,No Failure
566,L00566,L,297.3,308.2,1663,38.5,34,0,No Failure
567,L00567,L,297.3,308.2,1658,38.6,39,0,No Failure
568,L00568,L,297.3,308.2,1641,38.9,43,0,No Failure
569,L00569,L,297.2,308.2,1620,39.4,47,0,No Failure
570,L00570,L,297.2,308.2,1591,39.9,51,0,No Failure
571,L00571,L,297.2,308.2,1562,40.7,55,0,No Failure
572,L00572,L,297.2,308.2,1530,41.6,59,0,No Failure
573,L00573,L,297.2,308.2,1498,42.3,62,0,No Failure
574,L00574,L,297.1,308.2,1469,43.3,65,0,No Failure
575,L00575,L,297.1,308.2,1446,43.9,68,0,No Failure
576,L00576,L,297.1,308.2,1431,44.1,70,0,No Failure
577,L00577,L,297.1,308.2,1422,44.1,73,0,No Failure
578,L00578,L,297.1,308.2,1423,43.8,75,0,No Failure
579,L00579,L,297.1,308.1,1434,43.4,77,0,No Failure
580,L00580,L,297.1,308.1,1450,42.7,79,0,No Failure
581,L00581,L,297.0,308.1,1475,41.8,82,0,No Failure
582,L00582,L,297.0,308.0,1504,41.0,84,0,No Failure
583,L00583,L,297.0,308.0,1534,40.0,87,0,No Failure
584,L00584,L,297.0,307.9,1562,38.9,89,0,No Failure
585,L00585,L,297.0,307.9,1592,38.1,93,0,No Failure
586,L00586,L,296.9,307.8,1623,37.4,96,0,No Failure
587,L00587,L,296.9,307.7,1641,37.0,100,0,No Failure
588,L00588,L,296.8,307.6,1652,36.6,104,0,No Failure
589,L00589,L,296.8,307.5,1661,36.3,108,0,No Failure
590,L00590,L,296.7,307.5,1655,36.8,113,0,No Failure
591,L00591,L,296.7,307.4,1640,37.6,118,0,No Failure
592,L00592,L,296.6,307.3,1618,38.4,123,0,No Failure
593,L00593,L,296.6,307.2,1596,39.4,128,0,No Failure
594,L00594,L,296.5,307.2,1573,40.3,134,0,No Failure
595,L00595,L,296.5,307.2,1541,41.3,139,0,No Failure
596,L00596,L,296.4,307.2,1515,42.3,145,0,No Failure
597,L00597,L,296.4,307.1,1494,43.4,151,0,No Failure
598,L00598,L,296.4,307.2,1472,44.1,156,0,No Failure
599,L00599,L,296.4,307.2,1453,44.7,162,0,No Failure
600,L00600,L,296.5,307.2,1443,44.9,167,0,No Failure
601,L00601,L,296.5,307.3,1443,44.6,173,0,No Failure
602,L00602,L,296.6,307.4,1451,44.3,178,0,No Failure
603,L00603,L,296.6,307.5,1463,44.0,183,0,No Failure
604,L00604,L,296.7,307.6,1482,43.1,188,0,No Failure
605,L00605,L,296.8,307.7,1511,42.0,193,0,No Failure
606,L00606,L,296.9,307.7,1536,41.0,198,0,No Failure
607,L00607,L,296.9,307.8,1562,40.0,203,0,No Failure
608,L00608,L,297.2,307.9,1429,45.5,2,0,No Failure
609,L00609,L,297.2,307.9,1451,44.4,7,0,No Failure
610,L00610,L,297.2,307.9,1470,43.0,11,0,No Failure
611,L00611,L,297.2,307.9,1483,41.7,16,0,No Failure
612,L00612,L,297.2,307.9,1499,40.6,20,0,No Failure
613,L00613,L,297.3,308.0,1522,39.6,25,0,No Failure
614,L00614,L,297.3,308.0,1542,38.8,29,0,No Failure
615,L00615,L,297.3,308.0,1556,38.4,34,0,No Failure
616,L00616,L,297.3,308.1,1577,38.0,38,0,No Failure
617,L00617,L,297.3,308.1,1598,37.9,43,0,No Failure
618,L00618,L,297.3,308.2,1616,38.0,47,0,No Failure
619,L00619,L,297.3,308.2,1624,38.2,52,0,No Failure
620,L00620,L,297.2,308.2,1635,38.4,56,0,No Failure
621,L00621,L,297.2,308.2,1646,38.7,61,0,No Failure
622,L00622,L,297.2,308.2,1657,39.1,66,0,No Failure
623,L00623,L,297.1,308.2,1667,39.4,70,0,No Failure
624,L00624,L,297.1,308.2,1675,39.4,75,0,No Failure
625,L00625,L,297.0,308.2,1683,39.7,79,0,No Failure
626,L00626,L,297.0,308.1,1689,39.9,84,0,No Failure
627,L00627,L,296.9,308.1,1696,39.8,88,0,No Failure
628,L00628,L,296.9,308.0,1703,39.7,92,0,No Failure
629,L00629,L,296.8,308.0,1707,39.5,97,0,No Failure
630,L00630,L,296.8,307.9,1704,39.1,101,0,No Failure
631,L00631,L,296.7,307.9,1702,38.6,105,0,No Failure
632,L00632,L,296.7,307.8,1702,38.0,109,0,No Failure
633,L00633,L,296.7,307.8,1702,37.5,113,0,No Failure
634,L00634,L,296.7,307.7,1696,36.9,117,0,No Failure
635,L00635,L,296.7,307.7,1686,36.5,121,0,No Failure
636,L00636,L,296.7,307.7,1676,36.2,125,0,No Failure
637,L00637,L,296.7,307.7,1668,36.2,128,0,No Failure
638,L00638,L,296.7,307.7,1660,36.0,132,0,No Failure
639,L00639,L,296.8,307.7,1655,36.2,135,0,No Failure
640,L00640,L,296.8,307.7,1646,36.6,139,0,No Failure
641,L00641,L,296.8,307.7,1632,36.9,142,0,No Failure
642,L00642,L,296.9,307.8,1617,37.6,145,0,No Failure
643,L00643,L,296.9,307.8,1602,38.2,148,0,No Failure
644,L00644,L,296.9,307.8,1588,38.9,152,0,No Failure
645,L00645,L,297.0,307.8,1573,39.4,155,0,No Failure
646,L00646,L,297.0,307.9,1557,40.0,159,0,No Failure
647,L00647,L,297.0,307.9,1544,40.7,162,0,No Failure
648,L00648,L,297.0,307.9,1527,41.4,166,0,No Failure
649,L00649,L,297.1,307.9,1512,41.8,169,0,No Failure
650,L00650,L,297.1,307.9,1503,42.3,173,0,No Failure
651,L00651,L,297.1,307.9,1485,42.8,177,0,No Failure
652,L00652,L,297.1,307.9,1468,43.4,181,0,No Failure
653,L00653,L,297.1,307.9,1446,45.1,185,0,No Failure
654,L00654,L,297.0,308.0,1399,49.9,190,0,No Failure
655,L00655,L,296.9,308.1,1331,57.7,194,0,No Failure
656,L00656,L,296.8,308.1,1289,62.0,199,1,Overstrain Failure
657,L00657,L,296.9,308.0,1304,57.6,204,0,No Failure
658,L00658,L,297.5,308.8,1325,47.8,3,0,No Failure
659,L00659,L,297.6,308.7,1391,43.4,8,0,No Failure
660,L00660,L,297.6,308.7,1433,42.4,13,0,No Failure
661,L00661,L,297.5,308.7,1464,42.5,19,0,No Failure
662,L00662,L,297.4,308.7,1494,42.8,26,0,No Failure
663,L00663,L,297.4,308.7,1520,43.0,33,0,No Failure
664,L00664,L,297.3,308.7,1546,43.0,41,0,No Failure
665,L00665,L,297.2,308.6,1568,43.1,49,0,No Failure
666,L00666,L,297.1,308.6,1593,42.7,57,0,No Failure
667,L00667,L,297.1,308.5,1618,42.2,66,0,No Failure
668,L00668,L,297.0,308.4,1640,41.6,74,0,No Failure
669,L00669,L,297.0,308.3,1659,40.9,82,0,No Failure
670,L00670,L,296.9,308.2,1678,40.0,90,0,No Failure
671,L00671,L,296.9,308.1,1696,39.2,97,0,No Failure
672,L00672,L,296.9,308.0,1714,38.4,104,0,No Failure
673,L00673,L,296.9,307.9,1727,37.4,110,0,No Failure
674,L00674,L,296.9,307.9,1734,36.7,116,0,No Failure
675,L00675,L,296.9,307.8,1748,35.9,120,0,No Failure
676,L00676,L,297.0,307.7,1760,34.8,125,0,No Failure
677,L00677,L,297.0,307.7,1762,34.0,128,0,No Failure
678,L00678,L,297.0,307.6,1768,33.5,131,0,No Failure
679,L00679,L,297.1,307.6,1772,33.0,134,0,No Failure
680,L00680,L,297.1,307.6,1776,32.6,136,0,No Failure
681,L00681,L,297.1,307.6,1780,32.3,138,0,No Failure
682,L00682,L,297.2,307.6,1774,32.0,140,0,No Failure
683,L00683,L,297.2,307.6,1765,31.9,142,0,No Failure
684,L00684,L,297.2,307.6,1759,32.1,144,0,No Failure
685,L00685,L,297.2,307.6,1753,32.1,146,0,No Failure
686,L00686,L,297.2,307.7,1745,32.3,148,0,No Failure
687,L00687,L,297.2,307.7,1734,32.5,150,0,No Failure
688,L00688,L,297.1,307.7,1721,32.7,153,0,No Failure
689,L00689,L,297.1,307.8,1707,33.3,156,0,No Failure
690,L00690,L,297.1,307.8,1693,34.1,159,0,No Failure
691,L00691,L,297.1,307.8,1674,34.7,162,0,No Failure
692,L00692,L,297.1,307.9,1657,35.3,165,0,No Failure
693,L00693,L,297.1,307.9,1640,35.9,169,0,No Failure
694,L00694,L,297.1,307.9,1619,36.9,172,0,No Failure
695,L00695,L,297.2,308.0,1595,38.0,176,0,No Failure
696,L00696,L,297.2,308.0,1571,38.8,180,0,No Failure
697,L00697,L,297.2,308.1,1545,39.8,184,0,No Failure
698,L00698,L,297.3,308.2,1519,40.7,188,0,No Failure
699,L00699,L,297.4,308.2,1499,41.6,192,0,No Failure
700,L00700,L,297.4,308.3,1481,42.7,196,0,No Failure
701,L00701,L,297.4,308.3,1455,44.3,200,0,No Failure
702,L00702,L,297.3,308.2,1423,46.7,204,0,No Failure
703,L00703,L,297.0,308.1,1383,50.0,209,0,No Failure
704,L00704,L,297.0,308.1,1362,52.5,213,1,Overstrain Failure
705,L00705,L,297.6,308.3,1398,52.1,218,0,No Failure
706,L00706,L,298.6,308.7,1473,50.4,222,0,No Failure
707,L00707,L,299.2,309.0,1515,48.9,228,1,Overstrain Failure
708,L00708,L,298.3,308.6,1474,47.7,4,0,No Failure
709,L00709,L,297.7,308.4,1472,45.2,12,0,No Failure
710,L00710,L,297.3,308.4,1485,42.6,20,0,No Failure
711,L00711,L,297.2,308.4,1523,40.6,29,0,No Failure
712,L00712,L,297.3,308.4,1571,38.7,38,0,No Failure
713,L00713,L,297.4,308.5,1616,37.2,46,0,No Failure
714,L00714,L,297.5,308.5,1653,36.2,55,0,No Failure
715,L00715,L,297.6,308.6,1684,35.4,64,0,No Failure
716,L00716,L,297.7,308.7,1710,34.8,72,0,No Failure
717,L00717,L,297.8,308.7,1720,34.3,79,0,No Failure
718,L00718,L,297.9,308.8,1732,34.0,85,0,No Failure
719,L00719,L,297.9,308.8,1740,34.0,91,0,No Failure
720,L00720,L,297.9,308.7,1745,33.8,96,0,No Failure
721,L00721,L,297.9,308.7,1749,33.4,100,0,No Failure
722,L00722,L,297.8,308.6,1774,32.9,104,0,No Failure
723,L00723,L,297.8,308.5,1826,31.5,107,0,No Failure
724,L00724,L,297.8,308.3,1959,27.7,111,0,No Failure
725,L00725,L,297.9,308.1,2195,21.8,115,0,No Failure
726,L00726,L,298.1,307.8,2454,15.5,120,0,No Failure
727,L00727,L,298.1,307.7,2567,12.8,125,1,Power Failure
728,L00728,L,298.0,307.7,2448,15.8,131,0,No Failure
729,L00729,L,297.7,307.8,2174,22.2,138,0,No Failure
730,L00730,L,297.6,307.9,1923,28.6,145,0,No Failure
731,L00731,L,297.4,308.0,1778,33.1,153,0,No Failure
732,L00732,L,297.4,308.0,1706,36.0,160,0,No Failure
733,L00733,L,297.4,308.1,1664,38.4,168,0,No Failure
734,L00734,L,297.4,308.1,1647,40.5,175,0,No Failure
735,L00735,L,297.4,308.2,1619,42.3,182,0,No Failure
736,L00736,L,297.4,308.3,1593,43.8,188,0,No Failure
737,L00737,L,297.3,308.3,1547,44.8,193,0,No Failure
738,L00738,L,297.3,308.4,1471,45.1,198,0,No Failure
739,L00739,L,297.2,308.5,1386,45.0,202,0,No Failure
740,L00740,L,297.1,308.5,1323,44.4,207,1,Tool Wear Failure
741,L00741,L,297.1,308.5,1302,44.2,212,0,No Failure
742,L00742,L,297.1,308.4,1308,44.2,217,0,No Failure
743,L00743,L,297.1,308.3,1298,43.8,223,0,No Failure
744,L00744,L,297.3,308.6,1400,44.7,2,0,No Failure
745,L00745,L,297.3,308.6,1432,43.5,5,0,No Failure
746,L00746,L,297.2,308.6,1465,42.3,9,0,No Failure
747,L00747,L,297.2,308.5,1497,41.2,15,0,No Failure
748,L00748,L,297.2,308.5,1525,40.2,22,0,No Failure
749,L00749,L,297.2,308.5,1550,39.3,31,0,No Failure
750,L00750,L,297.2,308.5,1573,38.7,40,0,No Failure
751,L00751,L,297.3,308.5,1589,38.0,50,0,No Failure
752,L00752,L,297.3,308.5,1602,37.6,60,0,No Failure
753,L00753,L,297.4,308.6,1617,37.1,70,0,No Failure
754,L00754,L,297.5,308.6,1628,36.7,81,0,No Failure
755,L00755,L,297.6,308.7,1636,36.7,90,0,No Failure
756,L00756,L,297.7,308.7,1647,36.9,99,0,No Failure
757,L00757,L,297.8,308.8,1655,36.9,107,0,No Failure
758,L00758,L,297.9,308.8,1659,36.6,114,0,No Failure
759,L00759,L,297.9,308.9,1662,36.6,119,0,No Failure
760,L00760,L,298.0,308.9,1663,36.8,123,0,No Failure
761,L00761,L,298.1,309.0,1665,36.9,127,0,No Failure
762,L00762,L,298.1,309.0,1669,36.8,129,0,No Failure
763,L00763,L,298.1,309.0,1665,36.9,131,0,No Failure
764,L00764,L,298.1,309.0,1663,36.8,132,0,No Failure
765,L00765,L,298.1,308.9,1670,36.6,132,0,No Failure
766,L00766,L,298.1,308.9,1676,36.5,133,0,No Failure
767,L00767,L,298.0,308.8,1676,36.4,134,0,No Failure
768,L00768,L,298.0,308.7,1675,36.4,136,0,No Failure
769,L00769,L,298.0,308.7,1670,36.2,138,0,No Failure
770,L00770,L,297.9,308.6,1667,36.4,141,0,No Failure
771,L00771,L,297.9,308.5,1665,36.4,144,0,No Failure
772,L00772,L,297.9,308.4,1660,36.3,148,0,No Failure
773,L00773,L,297.8,308.3,1656,36.3,153,0,No Failure
774,L00774,L,297.8,308.3,1653,36.3,159,0,No Failure
775,L00775,L,297.8,308.2,1649,36.4,165,0,No Failure
776,L00776,L,297.8,308.2,1642,36.6,171,0,No Failure
777,L00777,L,297.8,308.2,1633,36.9,177,0,No Failure
778,L00778,L,297.8,308.2,1625,37.0,184,0,No Failure
779,L00779,L,297.8,308.2,1614,37.2,189,0,No Failure
780,L00780,L,297.8,308.2,1601,37.9,195,0,No Failure
781,L00781,L,297.8,308.3,1586,38.5,200,0,No Failure
782,L00782,L,297.8,308.3,1572,39.0,204,0,No Failure
783,L00783,L,297.8,308.4,1559,39.3,208,0,No Failure
784,L00784,L,297.7,308.4,1545,39.8,211,0,No Failure
785,L00785,L,297.7,308.5,1517,40.9,213,0,No Failure
786,L00786,L,297.5,308.4,1478,43.2,216,0,No Failure
787,L00787,L,297.4,308.3,1420,47.3,218,0,No Failure
788,L00788,L,297.4,308.4,1369,50.6,220,1,Overstrain Failure
789,L00789,L,297.9,308.9,1349,52.2,223,0,No Failure
790,L00790,L,298.7,309.7,1328,54.3,226,0,No Failure
791,L00791,L,299.1,310.2,1317,54.8,231,1,Overstrain Failure
792,L00792,L,299.1,309.8,1458,47.9,5,0,No Failure
793,L00793,L,298.3,309.2,1550,42.7,10,0,No Failure
794,L00794,L,297.9,308.8,1626,39.3,16,0,No Failure
795,L00795,L,297.8,308.7,1672,37.7,21,0,No Failure
796,L00796,L,297.8,308.7,1711,36.9,26,0,No Failure
797,L00797,L,297.8,308.8,1741,36.6,32,0,No Failure
798,L00798,L,297.8,308.8,1758,36.6,37,0,No Failure
799,L00799,L,297.9,308.9,1757,36.5,42,0,No Failure
800,L00800,L,297.9,308.9,1746,36.7,48,0,No Failure
801,L00801,L,297.9,308.9,1723,37.0,53,0,No Failure
802,L00802,L,297.9,308.9,1692,37.7,58,0,No Failure
803,L00803,L,297.9,308.9,1646,38.6,63,0,No Failure
804,L00804,L,297.9,308.9,1595,39.6,69,0,No Failure
805,L00805,L,297.9,308.9,1539,40.5,73,0,No Failure
806,L00806,L,297.9,308.8,1485,41.4,78,0,No Failure
807,L00807,L,297.8,308.8,1434,42.2,82,0,No Failure
808,L00808,L,297.8,308.7,1389,43.1,87,0,No Failure
809,L00809,L,297.8,308.7,1363,43.5,91,0,No Failure
810,L00810,L,297.8,308.6,1348,43.5,95,0,No Failure
811,L00811,L,297.7,308.5,1345,43.6,99,0,No Failure
812,L00812,L,297.7,308.5,1357,43.4,102,0,No Failure
813,L00813,L,297.8,308.5,1384,42.7,106,0,No Failure
814,L00814,L,297.8,308.4,1422,42.1,110,0,No Failure
815,L00815,L,297.8,308.4,1468,41.3,114,0,No Failure
816,L00816,L,297.9,308.4,1520,40.1,118,0,No Failure
817,L00817,L,297.9,308.4,1570,39.0,122,0,No Failure
818,L00818,L,297.9,308.4,1615,38.3,126,0,No Failure
819,L00819,L,298.0,308.5,1664,37.6,131,0,No Failure
820,L00820,L,298.1,308.5,1707,36.7,135,0,No Failure
821,L00821,L,298.1,308.5,1737,35.9,140,0,No Failure
822,L00822,L,298.2,308.6,1750,35.6,145,0,No Failure
823,L00823,L,298.2,308.6,1750,35.5,150,0,No Failure
824,L00824,L,298.2,308.7,1734,35.7,155,0,No Failure
825,L00825,L,298.3,308.7,1710,36.3,161,0,No Failure
826,L00826,L,298.3,308.8,1675,37.0,166,0,No Failure
827,L00827,L,298.3,308.8,1636,37.9,171,0,No Failure
828,L00828,L,298.2,308.8,1590,38.6,176,0,No Failure
829,L00829,L,298.2,308.8,1540,39.4,181,0,No Failure
830,L00830,L,298.1,308.8,1499,40.3,185,0,No Failure
831,L00831,L,298.1,308.7,1458,41.1,190,0,No Failure
832,L00832,L,298.0,308.7,1426,41.6,194,0,No Failure
833,L00833,L,298.0,308.7,1401,42.3,197,0,No Failure
834,L00834,L,297.9,308.7,1387,43.1,201,0,No Failure
835,L00835,L,297.8,308.6,1379,44.0,204,0,No Failure
836,L00836,L,297.7,308.5,1377,46.8,207,0,No Failure
837,L00837,L,297.5,308.3,1377,51.1,209,0,No Failure
838,L00838,L,297.3,308.2,1396,52.7,212,1,Overstrain Failure
839,L00839,L,297.3,308.1,1457,48.3,214,0,No Failure
840,L00840,L,297.2,308.1,1541,41.1,215,0,No Failure
841,L00841,L,297.3,308.1,1615,35.4,217,1,Tool Wear Failure
842,L00842,L,298.0,308.5,1480,36.8,5,0,No Failure
843,L00843,L,298.1,308.6,1487,38.3,7,0,No Failure
844,L00844,L,298.2,308.7,1496,39.6,10,0,No Failure
845,L00845,L,298.3,308.7,1509,40.0,14,0,No Failure
846,L00846,L,298.3,308.7,1520,39.7,19,0,No Failure
847,L00847,L,298.2,308.6,1534,39.3,24,0,No Failure
848,L00848,L,298.2,308.5,1551,39.1,30,0,No Failure
849,L00849,L,298.2,308.5,1566,39.0,36,0,No Failure
850,L00850,L,298.1,308.4,1579,38.8,43,0,No Failure
851,L00851,L,298.1,308.4,1589,38.7,50,0,No Failure
852,L00852,L,298.1,308.4,1599,38.5,57,0,No Failure
853,L00853,L,298.0,308.4,1614,38.3,64,0,No Failure
854,L00854,L,298.0,308.4,1628,38.4,71,0,No Failure
855,L00855,L,298.0,308.5,1639,38.6,78,0,No Failure
856,L00856,L,298.0,308.5,1646,38.9,84,0,No Failure
857,L00857,L,298.0,308.6,1651,39.0,90,0,No Failure
858,L00858,L,298.1,308.6,1661,39.0,95,0,No Failure
859,L00859,L,298.1,308.7,1670,39.1,100,0,No Failure
860,L00860,L,298.1,308.7,1674,39.3,104,0,No Failure
861,L00861,L,298.2,308.8,1679,39.1,107,0,No Failure
862,L00862,L,298.2,308.8,1679,38.7,111,0,No Failure
863,L00863,L,298.2,308.8,1681,38.6,113,0,No Failure
864,L00864,L,298.2,308.8,1687,38.6,116,0,No Failure
865,L00865,L,298.2,308.8,1688,38.4,118,0,No Failure
